group,key,en-US,de-DE,es-ES,es-MX,fr-FR,it-IT,ko-KR,pt-BR,ru-RU,uk-UA
view_common,layout.footer.trademark_footer,"World of Warcraft, Warcraft and Blizzard Entertainment are trademarks or registered trademarks of Blizzard Entertainment, Inc. in the U.S. and/or other countries. This website is not affiliated with Blizzard Entertainment.",,,,,,,,,"World of Warcraft, Warcraft і Blizzard Entertainment є торговельними марками або зареєстрованими торговельними марками Blizzard Entertainment, Inc. у США та/або інших країнах. Цей вебсайт не пов'язаний з Blizzard Entertainment."
view_common,layout.footer.social,Social,,,,,,,,,Соцмережі
view_common,layout.header.toggle_navigation_title,Toggle navigation,,,,,,,,,Перемкнути навігацію
view_common,layout.header.create_route,Create route,,,,,,,,,Створити
view_common,layout.header.search,Search,,,,,,,,,Пошук
view_common,layout.header.browse_by_expansion,Routes by expansion,,,,,,,,,За розширенням
view_common,layout.header.routes,:expansion,,,,,,,,,:expansion
view_common,layout.header.browse_routes,Browse routes,,,,,,,,,Список маршрутів
view_common,layout.header.heatmaps,Heatmaps,,,,,,,,,Тепломапи
view_common,layout.header.explore,Explore dungeons,,,,,,,,,Огляд підземель
view_common,layout.header.new,NEW,,,,,,,,,НОВЕ
view_common,layout.nav.user.login,Login,,,,,,,,,Вхід
view_common,layout.nav.user.register,Register,,,,,,,,,Реєстрація
view_common,layout.nav.user.telescope,Telescope,,,,,,,,,Телескоп
view_common,layout.nav.user.tools,Tools,,,,,,,,,Інструменти
view_common,layout.nav.user.view_releases,View releases,,,,,,,,,Переглянути версії
view_common,layout.nav.user.view_expansions,View expansions,,,,,,,,,Переглянути розширення
view_common,layout.nav.user.view_dungeons,View dungeons,,,,,,,,,Переглянути підземелля
view_common,layout.nav.user.view_npcs,View NPCs,,,,,,,,,Переглянути НІПів
view_common,layout.nav.user.view_spells,View spells,,,,,,,,,Переглянути закляття
view_common,layout.nav.user.view_users,View users,,,,,,,,,Переглянути користувачів
view_common,layout.nav.user.view_user_reports,View user reports,,,,,,,,,Переглянути користувацькі звіти
view_common,layout.nav.user.my_routes,My routes,,,,,,,,,Мої маршрути
view_common,layout.nav.user.my_favorites,My favorites,,,,,,,,,Улюблене
view_common,layout.nav.user.my_tags,My tags,,,,,,,,,Мої мітки
view_common,layout.nav.user.my_teams,My teams,,,,,,,,,Мої команди
view_common,layout.nav.user.my_profile,My public profile,,,,,,,,,Мій публічний профіль
view_common,layout.nav.user.account_settings,Account settings,,,,,,,,,Налаштування обліковки
view_common,layout.nav.user.logout,Logout,,,,,,,,,Вийти
view_common,layout.nav.uploadlogs.upload_logs,Upload logs to improve Keystone.guru,,,,,,,,,"Завантажувати журнали, щоб покращити Keystone.guru"
view_common,maps.controls.draw.admin,Admin,,,,,,,,,Адмін
view_common,maps.controls.draw.view_this_route,View,,,,,,,,,Переглянути
view_common,maps.controls.elements.dungeonrouteinfo.timer,Timer,,,,,,,,,Час
view_common,maps.controls.elements.dungeonrouteinfo.timer_title,"+2: %s, +3: %s",,,,,,,,,"+2: %s, +3: %s"
view_common,maps.controls.elements.dungeonrouteinfo.group_setup,Group setup,,,,,,,,,Склад групи
view_common,maps.controls.elements.dungeonrouteinfo.affixes,Affixes,,,,,,,,,Модифікатори
view_common,maps.controls.elements.dungeonrouteinfo.route_info_title,Info,,,,,,,,,Дані
view_common,maps.controls.elements.enemyvisualtype.portrait,Portrait,,,,,,,,,Портрет
view_common,maps.controls.elements.enemyvisualtype.npc_class,Class,,,,,,,,,Клас
view_common,maps.controls.elements.enemyvisualtype.npc_type,Type,,,,,,,,,Тип
view_common,maps.controls.elements.enemyvisualtype.enemy_forces,Enemy forces,,,,,,,,,Ворожі війська
view_common,maps.controls.elements.enemyvisualtype.enemy_visual_type,Visuals,,,,,,,,,Вигляд
view_common,maps.controls.elements.enemyvisualtype.enemy_visual_type_title,Visuals,,,,,,,,,Вигляд
view_common,maps.controls.elements.enemyvisualtype.enemy_skippable,Skippable,,,,,,,,,Можна обійти
view_common,maps.controls.elements.enemyvisualtype.enemy_group,Group,,,,,,,,,Група
view_common,maps.controls.elements.floor_switch.switch_floors,Floors,,,,,,,,,Поверхи
view_common,maps.controls.elements.floor_switch.floors,Floors,,,,,,,,,Поверхи
view_common,maps.controls.elements.mapobjectgroupvisibility.toggle_map_elements,Elements,,,,,,,,,Елементи
view_common,maps.controls.elements.labeltoggle.hide_labels,Hide,,,,,,,,,Сховати
view_common,maps.controls.elements.mdtclones.mdt,Show MDT,,,,,,,,,Показати MDT
view_common,maps.controls.elements.mdtclones.auto_solve,Auto solve,,,,,,,,,Автовирішення
view_common,maps.controls.elements.rating.rate_this_route,Rate,,,,,,,,,Оцінити
view_common,maps.controls.elements.rating.unable_to_rate_own_route,You cannot rate your own route,,,,,,,,,Ви не можете оцінювати власний маршрут
view_common,maps.controls.elements.rating.your_rating,Your rating,,,,,,,,,Ваша оцінка
view_common,maps.controls.enemyinfo.enemy_info,Enemy info,,,,,,,,,Дані про ворога
view_common,maps.controls.enemyinfo.report_an_issue,Report an issue,,,,,,,,,Повідомити про помилку
view_common,maps.controls.heatmapsearch.settings_title,Map settings,,,,,,,,,Налаштування мапи
view_common,maps.controls.heatmapsearch.enabled,Enabled,,,,,,,,,Увімкнено
view_common,maps.controls.heatmapsearch.disabled,Disabled,,,,,,,,,Вимкнено
view_common,maps.controls.heatmapsearch.event_type,Event type,,,,,,,,,Тип події
view_common,maps.controls.heatmapsearch.data_type,Data type,,,,,,,,,Тип даних
view_common,maps.controls.heatmapsearch.npc_death_alt,Enemy death,,,,,,,,,Смерть ворога
view_common,maps.controls.heatmapsearch.player_death_alt,Player death,,,,,,,,,Смерть гравця
view_common,maps.controls.heatmapsearch.bloodlust_alt,Bloodlust,,,,,,,,,Жага крові
view_common,maps.controls.heatmapsearch.data_type_title,"Enemy position uses the original position of the enemy that was engaged (powered by Auto-Route Creator), player position uses the position of the player when an enemy was engaged (combat log position).",,,,,,,,,"Розташування ворога використовує початкову позицію противника, з яким пішли до бою (завдяки Auto-Route Creator). Розташування гравця використовує позицію гравця на початку бою з ворогом (дані з журналу бою).

"
view_common,maps.controls.heatmapsearch.filter,Filter,,,,,,,,,Фільтрувати
view_common,maps.controls.heatmapsearch.key_level,Key level,,,,,,,,,Рівень ключа
view_common,maps.controls.heatmapsearch.item_level,Item level,,,,,,,,,Рівень предметів
view_common,maps.controls.heatmapsearch.player_deaths,Player deaths,,,,,,,,,Смерті гравців
view_common,maps.controls.heatmapsearch.affixes,Affixes,,,,,,,,,Модифікатори
view_common,maps.controls.heatmapsearch.affixes_title,Affixes,,,,,,,,,Модифікатори
view_common,maps.controls.heatmapsearch.affixes_selected,{0} affixes selected,,,,,,,,,{0} вибрано
view_common,maps.controls.heatmapsearch.weekly_affix_groups,Week,,,,,,,,,Тиждень
view_common,maps.controls.heatmapsearch.date_range,Date range,,,,,,,,,Проміжок часу
view_common,maps.controls.heatmapsearch.date_range_from,From,,,,,,,,,Від
view_common,maps.controls.heatmapsearch.date_range_to,To,,,,,,,,,До
